title,authors,nc_state_people,DOI,year,topics,nc_authors,unity_ids
CRISPRdisco: An Automated Pipeline for the Discovery and Analysis of CRISPR-Cas Systems,"Crawley, Alexandra R.; Henriksan, Jams R.; Barranaou, Rodolphe",Alexandra Crawley (abriner); Rodolphe Barrangou (rbarran),10.1089/crispr.2017.0022,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Crawley, Alexandra; Barrangou, Rodolphe",abriner; rbarran
Keep Calm and CRISPR On,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2017.29000.rba,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Enabling the Rise of a CRISPR World,"LaManna, Caroline M.; Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.0022,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Cultivating CRISPR,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.29011.rba,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
MasterChef at Work: An Interview with Rodolphe Barrangou,"Davies, Kevin; Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.29015.int,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
The Democratization of CRISPR,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.29019.rba,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
CRISPR Craziness: A Response to the EU Court Ruling,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.29025.edi,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Pomp and Circumstance: Making the Case for CRISPR,"Curchoe, Carol Lynn; Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.29030.oxf,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Expanding the CRISPR Landscape on a cas by cas Basis,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.29035.rba,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
CRISPR Crossroads for Genome Editing,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2018.29040.rba,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
CRISPR on the Move in 2019,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2019.29043.rba,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Time To Let CRISPR B.E.?,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2019.29055.rdb,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Taking CRISPR to New Heights,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2019.29064.rba,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Bringing CRISPR to the Cinema,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2019.29070.rba,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Thinking About CRISPR: The Ethics of Human Genome Editing,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2019.29072.rba,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Foresight is 2020: Ten Bold Predictions for the New CRISPR Year,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2019.29075.rba,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Partnering with bioRxiv,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2019.29076.rba,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Sharing the CRISPR Toolbox with an Expanding Community,"LaManna, Caroline M.; Pyhtila, Brook; Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2020.0075,2020,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
(Broken) Promises of Sustainable Food and Agriculture through New Biotechnologies: The CRISPR Case,"Kuiken, Todd; Barrangou, Rodolphe; Grieger, Khara",Todd Kuiken (tkuiken); Rodolphe Barrangou (rbarran); Khara Grieger (kdgriege),10.1089/crispr.2020.0098,2021,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Kuiken, Todd; Barrangou, Rodolphe; Grieger, Khara",tkuiken; rbarran; kdgriege
Reactions to the National Academies/Royal Society Report on Heritable Human Genome Editing,"Angrist, Misha; Barrangou, Rodolphe; Baylis, Francoise; Brokowski, Carolyn; Burgio, Gaetan; Caplan, Arthur; Chapman, Carolyn Riley; Church, George M.; Cook-Deegan, Robert; Cwik, Bryan; Doudna, Jennifer A.; Evans, John H.; Greely, Henry T.; Hercher, Laura; Hurlbut, J. Benjamin; Hynes, Richard O.; Ishii, Tetsuya; Kiani, Samira; Lee, LaTasha Hoskins; Levrier, Guillaume; Liu, David R.; Lunshof, Jeantine E.; Macintosh, Kerry Lynn; Mathews, Debra J. H.; Meslin, Eric M.; Mills, Peter H. R.; Montoliu, Lluis; Musunuru, Kiran; Nicol, Dianne; O'Neill, Helen; Qiu, Renzong; Ranisch, Robert; Sherkow, Jacob S.; Soni, Sheetal; Terry, Sharon; Topol, Eric; Williamson, Robert; Zhang, Feng; Davies, Kevin",Rodolphe Barrangou (rbarran),10.1089/crispr.2020.29106.man,2020,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
CRISPRclassify: Repeat-Based Classification of CRISPR Loci,"Nethery, Matthew A.; Korvink, Michael; Makarova, Kira S.; Wolf, Yuri I.; V. Koonin, Eugene; Barrangou, Rodolphe",Matthew Nethery (manether); Rodolphe Barrangou (rbarran),10.1089/crispr.2021.0021,2021,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Nethery, Matthew; Barrangou, Rodolphe",manether; rbarran
Recent Advances in Clustered Regularly Interspaced Short Palindromic Repeats-Based Biosensors for Point-of-Care Pathogen Detection,"Mohammad, Noor; Katkam, Shrinivas Siddhivinayak; Wei, Qingshan",Noor Mohammad (nmohamm3); Qingshan Wei (qwei3); Shrinivas Siddhivinayak Katkam (skatkam),10.1089/crispr.2021.0146,2022,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Mohammad, Noor; Wei, Qingshan; Katkam, Shrinivas Siddhivinayak",nmohamm3; qwei3; skatkam
The Expanding Dissemination and Distribution Patterns of Diverse CRISPR Plasmids by Addgene,"Pyhtila, Brook; Kasowitz, Seth; Leeson, Rachel; Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2023.0059,2023,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Surveying the State of CRISPR and Gene Editing,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2024.0045,2024,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
AI and SynBio Meet CRISPR Heralding a New Genome Editing Era,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2024.0063,2024,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Five Years of Progress in CRISPR Clinical Trials (2019-2024),"Davies, Kevin; Philippidis, Alex; Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2024.0081,2024,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Tis the Season: CRISPR Products All Around,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2024.0094,2024,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Managing Expectations for CRISPR in a Volatile World,"Barrangou, Rodolphe",Rodolphe Barrangou (rbarran),10.1089/crispr.2025.0006,2025,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Barrangou, Rodolphe",rbarran
Biofilm Formation by Environmental Isolates of <i>Salmonella</i> and Their Sensitivity to Natural Antimicrobials,"Keelara, Shivaramu; Thakur, Siddhartha; Patel, Jitendra",Shivaramu Keelara Veerappa (skeelar); Siddhartha Thakur (sthakur),10.1089/fpd.2016.2145,2016,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Veerappa, Shivaramu Keelara; Thakur, Siddhartha",skeelar; sthakur
Environmental Dissemination of Multidrug Methicillin-Resistant <i>Staphylococcus sciuri</i> After Application of Manure from Commercial Swine Production Systems,"Kumar, Deepak; Pornsukarom, Suchawan; Sivaraman, G.K.; Thakur, Siddhartha",Suchawan Pornsukarom (spornsu); Siddhartha Thakur (sthakur),10.1089/fpd.2017.2354,2017,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Pornsukarom, Suchawan; Thakur, Siddhartha",spornsu; sthakur
"Phenotypic and Genotypic Characterization of Escherichia coli and Salmonella enterica from Dairy Cattle Farms in the Wakiso District, Uganda: A Cross-Sectional Study","Ball, Takiyah A.; Monte, Daniel F.; Aidara-Kane, Awa; Matheu-Alvarez, Jorge; Ru, Hongyu; Thakur, Siddhartha; Horovitz, Joy; Ejobi, Francis; Lacher, David W.; Fedorka-Cray, Paula J.; , al.",Siddhartha Thakur (sthakur),10.1089/fpd.2018.2528,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Thakur, Siddhartha",sthakur
