title,authors,nc_state_people,DOI,year,topics,co_author,nc_authors,unity_ids
"Biochemical characterization of a psychrophilic and halotolerant a-carbonic anhydrase from a deep-sea bacterium, Photobacterium profundum","Somalinga, Vijayakumar; Foss, Emily; Grunden, Amy M.",Amy Grunden (amgrunde); Vijayakumar R.V. Somalinga (vsomali),10.3934/microbiol.2023028,2023,Enzyme function and inhibition; Enzyme Catalysis and Immobilization; Metalloenzymes and iron-sulfur proteins,"Foss, Emily; Grunden, Amy M.","Grunden, Amy M.; Somalinga, Vijayakumar",amgrunde; vsomali
An Excel-Based Decision Support System for Supply Chain Design and Management of Biofuels,"Acharya, Ambarish M.; Gonzales, Daniela S.; Eksioglu, Sandra D.; Arora, Sumesh",Daniela Jones (dsjones5),10.4018/ijoris.2014100102,2014,Advanced Multi-Objective Optimization Algorithms; Optimization and Mathematical Programming; Sustainable Supply Chain Management,"Gonzales, Daniela S.; Eksioglu, Sandra D.; Arora, Sumesh","Gonzales, Daniela S.",dsjones5
High Mobility 4H-SiC MOSFETs Using Lanthanum Silicate Interface Engineering and ALD Deposited SiO2,"Yang, Xiangyu; Lee, Bongmook; Misra, Veena",Xiangyu Yang (xyang2); Bongmook Lee (blee2); Veena Misra (vmisra),10.4028/www.scientific.net/msf.778-780.557,2014,Semiconductor materials and devices; Silicon Carbide Semiconductor Technologies; Copper Interconnects and Reliability,"Lee, Bongmook; Misra, Veena","Yang, Xiangyu; Lee, Bongmook; Misra, Veena",xyang2; blee2; vmisra
Effect of High Temperature Forming Gas Annealing on Electrical Properties of 4H-SiC Lateral MOSFETs with Lanthanum Silicate and ALD SiO<sub>2</sub> Gate Dielectric,"Kang, Min Seok; Lawless, Kevin; Lee, Bong Mook; Misra, Veena",Veena Misra (vmisra),10.4028/www.scientific.net/msf.924.482,2018,Silicon Carbide Semiconductor Technologies; Semiconductor materials and devices; Copper Interconnects and Reliability,"Lawless, Kevin; Lee, Bong Mook; Misra, Veena","Misra, Veena",vmisra
Improved Threshold Voltage Instability in 4H-SiC MOSFETs with Atomic Layer Deposited SiO₂,"Kang, Min Seok; Lee, Bong Mook; Misra, Veena",Veena Misra (vmisra),10.4028/www.scientific.net/msf.924.498,2018,Silicon Carbide Semiconductor Technologies; Semiconductor materials and devices; Semiconductor materials and interfaces,"Lee, Bong Mook; Misra, Veena","Misra, Veena",vmisra
A Systematic Literature Review of the Intersection between Social Media and Cultural Identity: Implications for Agricultural and Environmental Communication,"Dobbins, Catherine E.; Masambuka-Kanchewa, Fallys; Lamm, Alexa J",Katie Sanders (ecdobbin),10.4148/1051-0834.2372,2021,Social Media and Politics; Digital Marketing and Social Media; Climate Change Communication and Perception,"Masambuka-Kanchewa, Fallys; Lamm, Alexa J","Dobbins, Catherine E.",ecdobbin
Perceived Government Control and its Influence on Climate Change Knowledge and Perceptions: Applications for Effective Communication,"Sanders, Catherine E.; Gibson, Kristin; Lamm, Alexa J.",Katie Sanders (ecdobbin),10.4148/1051-0834.2441,2022,Climate Change Communication and Perception; Environmental Education and Sustainability; Public Relations and Crisis Communication,"Gibson, Kristin; Lamm, Alexa J.","Sanders, Catherine E.",ecdobbin
Exploring the Social Media Health Information Seeking Patterns of Rural Residents to Provide Communication Strategies for Extension,"Sanders, Catherine; Gibson, Kristin; Byrd, Allison R; Markosyan, Tatevik; Lamm, Alexa J.",Katie Sanders (ecdobbin),10.4148/1051-0834.2499,2023,Social Media and Politics; Diverse Educational Innovations Studies,"Gibson, Kristin; Byrd, Allison R; Markosyan, Tatevik; Lamm, Alexa J.","Sanders, Catherine",ecdobbin
Cultural Dimensions and Communication: An Exploratory Study Informing Agricultural and Environmental Science Graduate Student Recruitment,"Byrd, Allison R; Sanders, Catherine; Lamm, Alexa J.",Katie Sanders (ecdobbin),10.4148/1051-0834.2503,2023,International Student and Expatriate Challenges; Educational Strategies and Epistemologies,"Sanders, Catherine; Lamm, Alexa J.","Sanders, Catherine",ecdobbin
Identifying Key Competencies for Extension Communication: A Delphi Analysis to Guide Program Development,"Sanders, Catherine; Lamm, Kevan W.; Ramsey, Elisabeth",Katie Sanders (ecdobbin),10.4148/1051-0834.2537,2024,Diverse Educational Innovations Studies,"Lamm, Kevan W.; Ramsey, Elisabeth","Sanders, Catherine",ecdobbin
Public Engagement in Community Gardens: Communicating to Prepare for a Changing Climate,"Erskine, Olivia M; Lamm, Alexa J.; Lamm, Kevan W.; Sanders, Catherine E",Katie Sanders (ecdobbin),10.4148/1051-0834.2541,2024,Urban Agriculture and Sustainability; Organic Food and Agriculture,"Lamm, Alexa J.; Lamm, Kevan W.; Sanders, Catherine E","Sanders, Catherine E",ecdobbin
Information and Communication Technology Use Capacity Within Extension Networks: Development and Preliminary Validation of an Empirical Scale,"Lamm, Kevan W.; Davis, Kristin; Sanders, Catherine E.; Powell, Alyssa",Katie Sanders (ecdobbin),10.4148/2831-5960.1001,2021,Diverse Educational Innovations Studies; Agricultural Innovations and Practices,"Davis, Kristin; Sanders, Catherine E.; Powell, Alyssa","Sanders, Catherine E.",ecdobbin
Development and Validation of the International Extension Network Advocacy Capacity Scale,"Lamm, Kevan W; Lamm, Alexa; Davis, Kristin E; Dobbins, Catherine; Powell, Alyssa",Katie Sanders (ecdobbin),10.4148/2831-5960.1029,2021,Diverse Educational Innovations Studies; Agricultural Innovations and Practices; Service-Learning and Community Engagement,"Lamm, Alexa; Davis, Kristin E; Dobbins, Catherine; Powell, Alyssa","Dobbins, Catherine",ecdobbin
A Cross-Platform Exploratory Study of International and Domestic Scholar Post Engagement on Social Media,"Byrd, Allison R; Sanders, Catherine E.; Lamm, Alexa",Katie Sanders (ecdobbin),10.4148/2831-5960.1045,2023,Impact of Technology on Adolescents; Web and Library Services; Social Media and Politics,"Sanders, Catherine E.; Lamm, Alexa","Sanders, Catherine E.",ecdobbin
Development and Validation of an Empirical Instrument to Measure Organizational and Institutional Functioning Capacity Within International Extension Networks,"Lamm, Kevan W; Lamm, Alexa; Davis, Kristin E; Sanders, Catherine; Powell, Alyssa",Katie Sanders (ecdobbin),10.4148/2831-5960.1050,2022,Agricultural Innovations and Practices,"Lamm, Alexa; Davis, Kristin E; Sanders, Catherine; Powell, Alyssa","Sanders, Catherine",ecdobbin
A Phenomenological Pre- and Post-Reflective Comparison of Graduate Student Intercultural Competence from Agricultural Service-Learning Experiences,"Dooley, Kim E; Sanders, Catherine E.; Edgar, Leslie",Katie Sanders (ecdobbin),10.4148/2831-5960.1080,2023,Service-Learning and Community Engagement; Diverse Educational Innovations Studies,"Sanders, Catherine E.; Edgar, Leslie","Sanders, Catherine E.",ecdobbin
"REGISTERED AND EXPERIMENTAL FOLIAR INSECTICIDES TO CONTROL COLORADO POTATO BEETLE AND POTATO LEAFHOPPER IN POTATO, 2013","Groves, Russell L.; Chapman, Scott; Huseth, Anders S.; Crubaugh, Linda K.; Frost, Kenneth E.",Anders Huseth (ashuseth),10.4182/amt.2014.E10,2014,Agricultural Practices and Plant Genetics; Insect-Plant Interactions and Control; Insect Pest Control Strategies,"Chapman, Scott; Huseth, Anders S.; Crubaugh, Linda K.; Frost, Kenneth E.","Huseth, Anders S.",ashuseth
"EVALUATION OF SYSTEMIC INSECTICIDES FOR THE CONTROL OF COLORADO POTATO BEETLE, POTATO LEAFHOPPER, AND APHIDS IN POTATO, 2013","Groves, Russell L.; Chapman, Scott; Huseth, Anders S.; Crubaugh, Linda K.; Frost, Kenneth E.",Anders Huseth (ashuseth),10.4182/amt.2014.E11,2014,Insect Pest Control Strategies; Insect-Plant Interactions and Control; Entomopathogenic Microorganisms in Pest Control,"Chapman, Scott; Huseth, Anders S.; Crubaugh, Linda K.; Frost, Kenneth E.","Huseth, Anders S.",ashuseth
"FULL SEASON INSECTICIDE MANAGEMENT PROGRAMS FOR THE CONTROL OF COLORADO POTATO BEETLE IN WISCONSIN POTATO, 2013","Groves, Russell L.; Chapman, Scott; Huseth, Anders S.; Crubaugh, Linda K.; Frost, Kenneth E.",Anders Huseth (ashuseth),10.4182/amt.2014.E12,2014,Insect Resistance and Genetics; Insect Pest Control Strategies; Insect-Plant Interactions and Control,"Chapman, Scott; Huseth, Anders S.; Crubaugh, Linda K.; Frost, Kenneth E.","Huseth, Anders S.",ashuseth
"ONION THRIPS CONTROL IN ONION, 2013","Nault, Brian A.; Huseth, Anders S.; Smith, Erik A.",Anders Huseth (ashuseth),10.4182/amt.2014.E39,2014,Insect-Plant Interactions and Control; Plant Virus Research Studies; Banana Cultivation and Research,"Huseth, Anders S.; Smith, Erik A.","Huseth, Anders S.",ashuseth
The Mandate for a Global “One Health” Approach to Antimicrobial Resistance Surveillance,"Thakur, Siddhartha; Gray, Gregory C.",Siddhartha Thakur (sthakur),10.4269/ajtmh.18-0973,2019,Pharmaceutical and Antibiotic Environmental Impacts; Antibiotic Use and Resistance; Antibiotic Resistance in Bacteria,"Gray, Gregory C.","Thakur, Siddhartha",sthakur
International Implications of Labeling Foods Containing Engineered Nanomaterials,"Grieger, Khara D.; Hansen, Steffen Foss; Mortensen, Ninell P.; Cates, Sheryl; Kowalcyk, Barbara",Khara Grieger (kdgriege),10.4315/0362-028x.jfp-15-335,2016,Mercury impact and mitigation studies; Dye analysis and toxicity; Consumer Attitudes and Food Labeling,"Hansen, Steffen Foss; Mortensen, Ninell P.; Cates, Sheryl; Kowalcyk, Barbara","Grieger, Khara D.",kdgriege
Effect of Surface Roughness in Model and Fresh Fruit Systems on Microbial Inactivation Efficacy of Cold Atmospheric Pressure Plasma,"Bhide, Siddharth; Salvi, Deepti; Schaffner, Donald W.; Karwe, Mukund V.",Deepti Salvi (dasalvi),10.4315/0362-028X.JFP-17-064,2017,Plasma Applications and Diagnostics; Surface Modification and Superhydrophobicity; Aerosol Filtration and Electrostatic Precipitation,"Salvi, Deepti; Schaffner, Donald W.; Karwe, Mukund V.","Salvi, Deepti",dasalvi
Characterization of Microbial Inactivation Using Plasma-Activated Water and Plasma-Activated Acidified Buffer,"Joshi, Isha; Salvi, Deepti; Schaffner, Donald W.; Karwe, Mukund V.",Deepti Salvi (dasalvi),10.4315/0362-028X.JFP-17-487,2018,Plasma Applications and Diagnostics; Microbial Inactivation Methods; Electrohydrodynamics and Fluid Dynamics,"Salvi, Deepti; Schaffner, Donald W.; Karwe, Mukund V.","Salvi, Deepti",dasalvi
The Future of Risk Communication and Ethics,"Ding, Huiling",Huiling Ding (hding),10.4324/9781003434375-48,2025,Risk Perception and Management,,"Ding, Huiling",hding
Phylogeny and taxonomy of <i>Podosphaera filipendulae</i> (<i>Erysiphaceae</i>) revisited,"Liu, Shu-Yan; Jin, Danni; Götz, Monika; Bradshaw, Michael; Liu, Miao; Takamatsu, Susumu; Braun, Uwe",Michael Bradshaw (mjbradsh),10.47371/mycosci.2021.07.001,2021,Powdery Mildew Fungal Diseases; Plant Pathogens and Fungal Diseases; Yeasts and Rust Fungi Studies,"Jin, Danni; Götz, Monika; Bradshaw, Michael; Liu, Miao; Takamatsu, Susumu; Braun, Uwe","Bradshaw, Michael",mjbradsh
Phylogeny and taxonomy of <i>Erysiphe berberidis</i> (s. lat.) revisited,"Liu, Li; Bradshaw, Michael; Braun, Uwe; Götz, Monika; Khodaparast, Seyed Akbar; Liu, Tie-zhi; Bulgakov, Timur S.; Darsaraei, Hamideh; Hofbauer, Wolfgang Karl; Li, Yu; Liu, Shu-yan",Michael Bradshaw (mjbradsh),10.47371/mycosci.2022.07.005,2022,Powdery Mildew Fungal Diseases; Plant Pathogens and Fungal Diseases; Plant pathogens and resistance mechanisms,"Bradshaw, Michael; Braun, Uwe; Götz, Monika; Khodaparast, Seyed Akbar; Liu, Tie-zhi; Bulgakov, Timur S.; Darsaraei, Hamideh; Hofbauer, Wolfgang Karl; Li, Yu; Liu, Shu-yan","Bradshaw, Michael",mjbradsh
Current status and trends in forest genomics,"Borthakur, Dulal; Busov, Victor; Cao, Xuan Hieu; Du, Qingzhang; Gailing, Oliver; Isik, Fikret; Ko, Jae-Heung; Li, Chenghao; Li, Quanzi; Niu, Shihui; Qu, Guanzheng; Vu, Thi Ha Giang; Wang, Xiao-Ru; Wei, Zhigang; Zhang, Lin; Wei, Hairong",Fikret Isik (fisik),10.48130/fr-2022-0011,2022,CRISPR and Genetic Engineering; Genomics and Phylogenetic Studies; Molecular Biology Techniques and Applications,"Busov, Victor; Cao, Xuan Hieu; Du, Qingzhang; Gailing, Oliver; Isik, Fikret; Ko, Jae-Heung; Li, Chenghao; Li, Quanzi; Niu, Shihui; Qu, Guanzheng; Vu, Thi Ha Giang; Wang, Xiao-Ru; Wei, Zhigang; Zhang, Lin; Wei, Hairong","Isik, Fikret",fisik
PowNet: a power systems analysis model for large-scale water-energy nexus studies,"Chowdhury, AFM Kamal; Kern, Jordan; Dang, Thanh Duc; Galelli, Stefano",Jordan Kern (jkern),10.48550/arXiv.1909.12529,2019,Water-Energy-Food Nexus Studies; Smart Grid Energy Management; Microgrid Control and Optimization,"Kern, Jordan; Dang, Thanh Duc; Galelli, Stefano","Kern, Jordan",jkern
RASER MRI: Magnetic Resonance Images formed Spontaneously exploiting Cooperative Nonlinear Interaction,"Lehmkuhl, S.; Fleischer, S.; Lohmann, L.; Rosen, M.S.; Chekmenev, E.Y.; Adams, A.; Theis, T.; Appelt, S.",Thomas Theis (ttheis),10.48550/arxiv.2203.00632,2022,Advanced MRI Techniques and Applications; Atomic and Subatomic Physics Research; Random lasers and scattering media,"Fleischer, S.; Lohmann, L.; Rosen, M.S.; Chekmenev, E.Y.; Adams, A.; Theis, T.; Appelt, S.","Theis, T.",ttheis
"LIGHT-SABRE hyperpolarizes 1-<sup>13</sup>C-pyruvate continuously, without magnetic field cycling","Pravdivtsev, A.N.; Buckenmaier, K.; Kempf, N.; Stevanato, G.; Scheffler, K.; Engelmann, J.; Plaumann, M.; Koerber, R.; Hövener, J.-B.; Theis, T.",Thomas Theis (ttheis),10.48550/arXiv.2302.09299,2023,Advanced NMR Techniques and Applications; Electron Spin Resonance Studies; Advanced MRI Techniques and Applications,"Buckenmaier, K.; Kempf, N.; Stevanato, G.; Scheffler, K.; Engelmann, J.; Plaumann, M.; Koerber, R.; Hövener, J.-B.; Theis, T.","Theis, T.",ttheis
Transdisciplinary collaborations for advancing sustainable and resilient agricultural systems,"Bacheva, V.; Madison, I.; Baldwin, M.; Beilstein, M.; Call, D.F.; Deaver, J.A.; Efimenko, K.; Genzer, J.; Grieger, K.; Gu, A.Z.; Ilman, M.M.; Liu, J.; Li, S.; Mayer, B.K.; Mishra, A.K.; Nino, J.C.; Rubambiza, G.; Sengers, P.; Shepherd, R.; Woodson, J.; Weatherspoon, H.; Frank, M.; Jones, J.; Sozzani, R.; Stroock, A.",Douglas Call (dfcall); Ross Sozzani (rsozzan),10.48550/arXiv.2409.12337,2024,Sustainable Agricultural Systems Analysis,"Madison, I.; Baldwin, M.; Beilstein, M.; Call, D.F.; Deaver, J.A.; Efimenko, K.; Genzer, J.; Grieger, K.; Gu, A.Z.; Ilman, M.M.; Liu, J.; Li, S.; Mayer, B.K.; Mishra, A.K.; Nino, J.C.; Rubambiza, G.; Sengers, P.; Shepherd, R.; Woodson, J.; Weatherspoon, H.; Frank, M.; Jones, J.; Sozzani, R.; Stroock, A.","Call, D.F.; Sozzani, R.",dfcall; rsozzan
Perceptions of Arkansas Agriculture County Extension Agents Toward Urban Agriculture,"Dobbins, Catherine E.; Edgar, Don W.; Cox, Cassandra K.; Edgar, Leslie D.; Graham, Donna L.; Philyaw Perez, Amanda G.",Katie Sanders (ecdobbin),10.5032/jae.2021.01077,2021,Urban Agriculture and Sustainability,"Edgar, Don W.; Cox, Cassandra K.; Edgar, Leslie D.; Graham, Donna L.; Philyaw Perez, Amanda G.","Dobbins, Catherine E.",ecdobbin
Teaching Systems Thinking Concepts with Hypothetical Case Scenarios: An Exploration in Agricultural Education,"Sanders, Catherine E.; Fortner, Allison R.; Gibson, Kristin E.; Lamm, Kevan W.; Lamm, Alexa J.",Katie Sanders (ecdobbin),10.5032/jae.2022.04135,2022,Complex Systems and Decision Making; Agricultural Innovations and Practices,"Fortner, Allison R.; Gibson, Kristin E.; Lamm, Kevan W.; Lamm, Alexa J.","Sanders, Catherine E.",ecdobbin
Educational exploration of Generation Z’s systems thinking tendencies and green consumer values,"Byrd, Allison; Gibson, Kristin; Sanders, Catherine; Corry, Rachel; Lamm, Kevan; Lamm, Alexa",Katie Sanders (ecdobbin),10.5032/jae.v64i4.64,2023,Diverse Educational Innovations Studies; Generational Differences and Trends; Environmental Education and Sustainability,"Gibson, Kristin; Sanders, Catherine; Corry, Rachel; Lamm, Kevan; Lamm, Alexa","Sanders, Catherine",ecdobbin
Using cognitive dissonance to evaluate extension impact in rural communities,"Markosyan, Tatevik; Sanders, Catherine; Lamm, Alexa",Katie Sanders (ecdobbin),10.5032/jae.v65i1.2475,2024,Agricultural Innovations and Practices; Sustainable Agricultural Systems Analysis,"Sanders, Catherine; Lamm, Alexa","Sanders, Catherine",ecdobbin
EFFECT OF THE PLANTING PATTERN ON TOTAL OIL QUALITY AND FATTY ACID COMPOSITIONS IN PEANUT (Arachis hypogaea L.) CULTIVARS,"Yilmaz, Mustafa; Jordan, David L.",David Jordan (dljorda2),10.51372/bioagro362.8,2024,Peanut Plant Research Studies; Coconut Research and Applications; Agricultural pest management studies,"Jordan, David L.","Jordan, David L.",dljorda2
A Survey to Determine International Program Growth Areas and Needs to Guide a College of Agriculture International Programs Office,"Edgar, Leslie D.; Edgar, Don W.; Caillouet, Olivia; Dobbins, Catherine",Katie Sanders (ecdobbin),10.5191/jiaee.2018.25307,2018,Diverse Educational Innovations Studies; Service-Learning and Community Engagement,"Edgar, Don W.; Caillouet, Olivia; Dobbins, Catherine","Dobbins, Catherine",ecdobbin
Using Participatory Rural Appraisal for a Community Needs Assessment in Timor-Leste,"Dooley, Kim E.; Dobbins, Catherine; Edgar, Leslie D.",Katie Sanders (ecdobbin),10.5191/jiaee.2018.25405,2018,"Tourism, Volunteerism, and Development","Dobbins, Catherine; Edgar, Leslie D.","Dobbins, Catherine",ecdobbin
Lived Experiences during International Service Learning: A Semiotic Analysis of Photo Journals,"Dobbins, Catherine; Gibson, Kristin; Edgar, Leslie; Dooley, Kim",Katie Sanders (ecdobbin),10.5191/jiaee.2020.27388,2020,"Global Education and Multiculturalism; Service-Learning and Community Engagement; Tourism, Volunteerism, and Development","Gibson, Kristin; Edgar, Leslie; Dooley, Kim","Dobbins, Catherine",ecdobbin
Examining Extension-Supported Rural Community Coalitions During COVID-19,"Jones, Catherine; Borron, Abigail; Lamm, Alexa; Dobbins, Catherine; Farmer, Ellen; Davis, Marsha",Katie Sanders (ecdobbin),10.5191/jiaee.2021.28105,2021,Service-Learning and Community Engagement; Community and Sustainable Development; Community Health and Development,"Borron, Abigail; Lamm, Alexa; Dobbins, Catherine; Farmer, Ellen; Davis, Marsha","Dobbins, Catherine",ecdobbin
Evaluating Extension in Times of Crisis: Assessing Program Impact during COVID-19,"Dobbins, Catherine; Faulk, Kisha; Roberts, Alexis; Lamm, Alexa",Katie Sanders (ecdobbin),10.5191/jiaee.2021.28201,2021,Diverse Educational Innovations Studies; Agricultural Innovations and Practices,"Faulk, Kisha; Roberts, Alexis; Lamm, Alexa","Dobbins, Catherine",ecdobbin
Quantitative analysis of the radiation error for aerial coiled-fiber-optic distributed temperature sensing deployments using reinforcing fabric as support structure,"Sigmund, Armin; Pfister, Lena; Sayde, Chadi; Thomas, Christoph K.",Chadi Sayde (csayde),10.5194/amt-10-2149-2017,2017,Meteorological Phenomena and Simulations; Advanced Fiber Optic Sensors; Atmospheric aerosols and clouds,"Pfister, Lena; Sayde, Chadi; Thomas, Christoph K.","Sayde, Chadi",csayde
Comparing models of microbial-substrate interactions and their response to warming,"Sihi, D.; Gerber, S.; Inglett, P.W.; Sharma Inglett, K.",Debjani Sihi (dsihi),10.5194/bg-13-1733-2016,2016,Soil Carbon and Nitrogen Dynamics; Biofuel production and bioconversion; Legume Nitrogen Fixing Symbiosis,"Gerber, S.; Inglett, P.W.; Sharma Inglett, K.","Sihi, D.",dsihi
